الأمانة,البلدية,البلدية التي درست الطلب,تاريخ اصدار الرخصة ميلادي,تاريخ نهاية الرخصة ميلادي,تاريخ تقديم الطلب,الغرض,حالة الرخصة,حالة الطلب,نوع سند الملكية
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,12/18/24 12:00:00 AM,12/8/25 12:00:00 AM,12/17/24 5:20:46 PM,إصدار تقرير فني,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,3/12/85 12:00:00 AM,2/1/25 12:00:00 AM,2/12/24 10:19:04 AM,تجديد رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,7/17/14 12:00:00 AM,6/15/17 12:00:00 AM,2/19/24 8:02:55 PM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية أبوعجرم,بلدية أبوعجرم,3/9/24 12:00:00 AM,2/27/25 12:00:00 AM,3/5/24 8:00:42 PM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية شمال سكاكا,بلدية شمال سكاكا,6/15/21 12:00:00 AM,5/13/24 12:00:00 AM,3/18/24 10:48:20 PM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,6/30/98 12:00:00 AM,5/29/01 12:00:00 AM,8/1/24 12:20:37 PM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية شمال سكاكا,بلدية شمال سكاكا,10/2/23 12:00:00 AM,8/30/26 12:00:00 AM,10/6/24 1:34:09 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,10/22/17 12:00:00 AM,9/19/20 12:00:00 AM,7/29/24 7:42:51 PM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,11/19/16 12:00:00 AM,10/18/19 12:00:00 AM,9/19/24 1:23:35 PM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,11/30/20 12:00:00 AM,10/30/23 12:00:00 AM,2/4/24 12:10:03 PM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,10/23/05 12:00:00 AM,9/20/08 12:00:00 AM,6/4/24 11:24:30 AM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,7/24/24 12:00:00 AM,6/23/27 12:00:00 AM,7/22/24 4:56:50 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية جنوب سكاكا - قارا,بلدية جنوب سكاكا - قارا,3/10/20 12:00:00 AM,2/6/23 12:00:00 AM,2/17/24 6:43:03 PM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,4/30/24 12:00:00 AM,4/19/25 12:00:00 AM,4/17/24 5:26:09 PM,إصدار تقرير فني,منتهية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,8/15/24 12:00:00 AM,7/15/27 12:00:00 AM,7/15/24 8:38:52 PM,إصدار رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,3/31/24 12:00:00 AM,3/21/25 12:00:00 AM,3/31/24 2:23:44 PM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,4/25/24 12:00:00 AM,4/14/25 12:00:00 AM,4/24/24 8:45:30 PM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,9/18/24 12:00:00 AM,9/7/25 12:00:00 AM,9/17/24 11:00:37 AM,إصدار تقرير فني,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية العيساويه,بلدية العيساويه,10/30/24 12:00:00 AM,10/19/25 12:00:00 AM,10/28/24 12:03:56 PM,إصدار تقرير فني,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,5/25/82 12:00:00 AM,5/25/82 12:00:00 AM,7/25/24 10:20:34 AM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,12/1/24 12:00:00 AM,10/29/27 12:00:00 AM,11/24/24 7:47:30 PM,إصدار رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية العيساويه,بلدية العيساويه,10/27/24 12:00:00 AM,10/16/25 12:00:00 AM,10/19/24 1:14:54 PM,إصدار تقرير فني,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,6/22/14 12:00:00 AM,5/20/17 12:00:00 AM,10/12/24 10:48:21 AM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,1/12/21 12:00:00 AM,12/11/25 12:00:00 AM,12/10/24 4:37:20 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,6/27/21 12:00:00 AM,12/15/25 12:00:00 AM,12/28/24 8:09:37 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,4/9/15 12:00:00 AM,3/8/18 12:00:00 AM,6/27/24 11:16:34 AM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية شمال سكاكا,بلدية شمال سكاكا,2/28/12 12:00:00 AM,1/25/15 12:00:00 AM,5/13/24 11:54:38 AM,تصحيح بيانات رخصة انشائية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية زلوم,بلدية زلوم,10/18/91 12:00:00 AM,9/15/94 12:00:00 AM,2/12/24 6:12:08 PM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,3/3/24 12:00:00 AM,2/21/25 12:00:00 AM,3/2/24 4:56:34 PM,إصدار تقرير فني,منتهية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,7/31/19 12:00:00 AM,7/19/20 12:00:00 AM,12/30/24 9:08:10 PM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية جنوب سكاكا - قارا,بلدية جنوب سكاكا - قارا,11/28/19 12:00:00 AM,1/11/25 12:00:00 AM,1/23/24 7:11:29 PM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية زلوم,بلدية زلوم,9/24/24 12:00:00 AM,8/23/27 12:00:00 AM,10/23/24 6:31:15 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,10/13/24 12:00:00 AM,10/2/25 12:00:00 AM,10/12/24 8:41:23 PM,إصدار تقرير فني,سارية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية صوير,بلدية صوير,5/3/09 12:00:00 AM,5/28/25 12:00:00 AM,6/4/24 10:05:21 PM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,8/7/24 12:00:00 AM,7/28/25 12:00:00 AM,8/6/24 6:14:10 PM,إصدار تقرير فني,سارية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,1/6/25 12:00:00 AM,12/4/27 12:00:00 AM,12/30/24 10:28:22 AM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,4/3/21 12:00:00 AM,12/29/25 12:00:00 AM,12/26/24 7:51:51 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية شمال سكاكا,بلدية شمال سكاكا,5/22/83 12:00:00 AM,4/18/86 12:00:00 AM,11/13/24 9:55:07 AM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية شمال سكاكا,بلدية شمال سكاكا,3/6/07 12:00:00 AM,10/5/24 12:00:00 AM,7/25/24 9:18:42 AM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,9/19/10 12:00:00 AM,11/5/25 12:00:00 AM,10/12/24 5:42:31 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,12/28/23 12:00:00 AM,11/25/26 12:00:00 AM,2/25/24 8:37:30 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,3/11/10 12:00:00 AM,8/25/25 12:00:00 AM,8/21/24 6:10:46 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,7/29/24 12:00:00 AM,7/18/25 12:00:00 AM,7/28/24 9:13:18 PM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,6/27/21 12:00:00 AM,5/25/24 12:00:00 AM,6/25/24 11:54:59 AM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,7/16/24 12:00:00 AM,6/15/27 12:00:00 AM,7/15/24 1:34:03 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,1/19/09 12:00:00 AM,12/29/25 12:00:00 AM,12/18/24 2:06:52 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,12/28/23 12:00:00 AM,11/25/26 12:00:00 AM,4/27/24 9:17:07 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,7/28/24 12:00:00 AM,7/17/25 12:00:00 AM,6/9/24 6:04:09 PM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,1/25/23 12:00:00 AM,12/23/25 12:00:00 AM,11/27/24 7:18:12 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,7/18/24 12:00:00 AM,6/17/27 12:00:00 AM,7/17/24 12:12:39 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية جنوب سكاكا - قارا,بلدية جنوب سكاكا - قارا,8/6/24 12:00:00 AM,7/6/27 12:00:00 AM,7/30/24 10:35:13 AM,إصدار رخصة بناء,سارية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,7/25/24 12:00:00 AM,6/24/27 12:00:00 AM,7/22/24 12:52:31 PM,إصدار رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,2/15/21 12:00:00 AM,3/4/25 12:00:00 AM,3/13/24 9:33:28 PM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,6/12/21 12:00:00 AM,5/10/24 12:00:00 AM,3/16/24 9:40:49 PM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,3/20/17 12:00:00 AM,2/15/20 12:00:00 AM,5/22/24 11:57:19 AM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,4/25/24 12:00:00 AM,4/14/25 12:00:00 AM,4/24/24 7:43:45 PM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,2/25/24 12:00:00 AM,1/23/27 12:00:00 AM,6/4/24 8:25:30 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,9/28/00 12:00:00 AM,2/4/25 12:00:00 AM,2/11/24 11:32:19 AM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,4/29/24 12:00:00 AM,3/28/27 12:00:00 AM,3/30/24 11:39:39 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية جنوب سكاكا - قارا,بلدية جنوب سكاكا - قارا,10/13/84 12:00:00 AM,7/1/25 12:00:00 AM,7/2/24 5:39:11 PM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية شمال سكاكا,بلدية شمال سكاكا,5/1/24 12:00:00 AM,3/30/27 12:00:00 AM,6/10/24 12:21:28 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,7/22/19 12:00:00 AM,9/16/23 12:00:00 AM,11/17/24 6:34:23 PM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,2/2/13 12:00:00 AM,1/22/14 12:00:00 AM,7/24/24 11:46:18 AM,إدخال رخصة انشائية قديمة,منتهية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,3/13/24 12:00:00 AM,2/10/27 12:00:00 AM,3/13/24 12:25:10 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,7/24/24 12:00:00 AM,6/23/27 12:00:00 AM,7/10/24 9:59:45 AM,إصدار رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,10/31/24 12:00:00 AM,10/20/25 12:00:00 AM,10/30/24 5:50:31 PM,إصدار تقرير فني,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,6/10/24 12:00:00 AM,5/31/25 12:00:00 AM,6/9/24 11:28:02 AM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,1/31/24 12:00:00 AM,12/28/26 12:00:00 AM,1/30/24 5:17:44 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,1/19/16 12:00:00 AM,8/15/25 12:00:00 AM,8/25/24 11:50:00 AM,تجديد رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,1/21/24 12:00:00 AM,1/9/25 12:00:00 AM,1/14/24 7:01:43 PM,إصدار تقرير فني,منتهية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية شمال سكاكا,بلدية شمال سكاكا,7/3/24 12:00:00 AM,6/2/27 12:00:00 AM,7/2/24 10:22:43 AM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,2/21/83 12:00:00 AM,12/1/25 12:00:00 AM,9/2/24 9:49:28 AM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,1/25/16 12:00:00 AM,2/9/25 12:00:00 AM,3/5/24 6:52:45 PM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية جنوب سكاكا - قارا,بلدية جنوب سكاكا - قارا,12/28/23 12:00:00 AM,11/25/26 12:00:00 AM,2/29/24 7:01:49 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,11/19/23 12:00:00 AM,10/16/26 12:00:00 AM,3/19/24 10:50:01 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,7/14/14 12:00:00 AM,6/11/17 12:00:00 AM,7/1/24 8:40:15 AM,تصحيح بيانات رخصة انشائية,منتهية,منتهى,صك
